ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sugar,Cholesterol,Sodium,Iron,Calcium,SaturatedFat,Potassium,VitaminC,VitaminE,VitaminD
6458,"CAMPBELL'S CHUNKY SOUPS,SMOKED CHICK W/ RSTD CORN CHOWDER",84,4.08,4.08,7.76,1.22,6,363,0.15,8,0.816,,0,,
6459,"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",78,4.9,1.02,12.24,2.04,4,318,0.59,8,0.408,,1,,
6460,"SOUP,STOCKPOT,CND,PREP W/ EQ VOLUME H2O",40,1.97,1.58,4.65,,2,424,0.35,9,0.35,96,0.8,,
6461,"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",56,1.78,1.71,8.44,0.73,2,367,0.45,9,0.635,88,0,0.31,0
6462,"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",49,3.27,0.82,7.35,0.41,6,376,0.44,0,0.204,,0,,
6463,"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",47,0.82,1.06,8.54,2.95,1,319,0.31,11,0.2,129,5.8,0.86,0
6464,"CAMPBELL'S CHNKY SOUPS,TANTALIZIN' TRKY - TRKY CHILI BNS SP",78,6.12,1.02,11.02,3.67,6,359,0.73,24,0.408,,1,,
6465,"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",28,1.6,0.82,3.54,,2,334,0.39,5,0.23,31,0.1,,
6466,"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",30,1.28,1.26,3.58,,1,376,0.32,7,0.37,73,0,,
6468,"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",28,0.86,0.79,4.89,1.57,0,338,0.44,10,0.12,86,0.6,0.58,0
6470,"CAMPBELL SOUP COMPANY,CAMPBELL'S LO NA SOUPS,CHICK BROTH",10,1.01,0.34,0.34,0.34,2,47,0,0,0.168,77,,,
6471,"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",31,2.23,0.76,4.06,0.45,2,349,0.45,8,0.34,69,1,0.24,0
6472,"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",33,1.21,0.78,5.35,0.82,1,253,0.4,9,0.18,79,1,0.06,0
6474,"SOUP,BEAN W/ BACON,DRY,MIX,PREP W/ H2O",40,2.07,0.81,6.18,0.23,1,350,0.5,21,0.36,123,0.4,0.21,0
6475,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",3,0.21,0.08,0.25,0.2,0,382,0.02,4,0.04,6,0,0.01,0
6476,"SOUP,BF BROTH,CUBED,PREP W/H2O",3,0.21,0.08,0.25,0.2,0,260,0.02,4,0.04,6,0,0.01,0
6480,"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",4,0.28,0.23,0.3,0.29,0,401,0.02,6,0.057,6,0,0.01,0
6481,"SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O",5,0.39,0.12,0.62,,0,326,0.05,5,0.03,10,0,,
6482,"CAMPBELL'S LO NA SOUPS,CHICK W/ NOODLES SOUP",52,3.93,1.48,5.57,1.31,10,46,0.35,7,0.492,161,0,,
6483,"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",41,0.68,2.04,5.11,1.59,1,454,0.1,29,1.3,82,0.2,0.23,0
6485,"SOUP,CHICK RICE,DRY,MIX,PREP W/ H2O",24,0.97,0.57,3.66,0.29,1,388,0,3,0.13,4,0,0.02,0
6487,"CAMPBELL'S LO NA SOUPS,CRM OF MUSHROOM SOUP",54,1.01,2.68,6.38,2.01,5,20,,13,0.839,57,,,
6489,"SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O",7,0.87,0.08,0.78,0.45,0,1325,0.09,5,0,23,0.1,0.01,0
6493,"SOUP,MUSHROOM,DRY,MIX,PREP W/ H2O",33,0.66,1.82,4.4,0.18,0,403,0.18,5,0.32,38,0.4,0.22,0
6494,"SOUP,ONION,DRY,MIX,PREP W/ H2O",12,0.32,0.01,2.77,0.2,0,346,0.05,9,0.004,31,0.1,0.01,0
6495,"SOUP,OXTAIL,DRY,MIX,PREP W/ H2O",28,1.11,1.01,3.54,0.98,0,475,0.19,8,0.5,13,0.1,0.13,0
6497,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",30,1.63,0.82,4.08,0,6,355,0.29,0,0.204,,0,,
6498,"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",38,0.93,0.61,7.17,3.9,2,356,0.18,29,0.286,111,2,0.22,0
6499,"SOUP,TOMATO VEG,DRY,MIX,PREP W/ H2O",22,0.79,0.34,4.04,0.99,0,132,0.24,8,0.15,67,1.2,0.17,0
6500,"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",21,1.16,0.44,3.17,0.36,0,312,0.21,6,0.22,72,0.8,0.08,0
6502,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",30,0.82,0.41,5.71,0.41,2,327,0.29,8,0.204,,0,,
6503,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",64,1.22,2.04,10.2,6.53,2,306,0.15,16,0.408,,2.4,,
6504,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",44,1.22,0,9.8,7.35,0,322,0.15,8,0,,2.4,,
6505,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",34,2.04,0.2,6.12,0.82,4,359,0.15,0,0.204,,0,,
6507,"CAMPBELL'S SEL GOLD LABEL SOUPS,BLNDED RED PEPP BLK BEAN SP",49,1.22,0.61,9.39,4.08,2,335,0.29,16,0.408,,1.5,,
6508,"CAMPBELL'S SEL GOLD LABEL SOUPS,CRMY PORTOBELLO MSHRM SOUP",42,1.22,1.63,5.71,0.82,4,322,0.15,8,1.224,,0,,
6509,"CAMPBELL'S SEL GOLD LABEL SOUPS,GOLDEN BUTTERNUT SQSH SOUP",37,0.82,0.61,7.35,3.27,2,331,0.15,16,0.408,,0,,
6513,"CAMPBELL BOWLS,98% FAT FREE NEW ENGLAND CLAM CHOWDER",45,2.45,1.02,6.94,0.41,4,196,0.44,8,0.408,,0,,
6514,"CAMPBELL'S SEL MCRWVABLE BOWLS,CHICK W/ EGG NOODLES SOUP",49,3.27,1.63,4.9,0.82,10,196,0,8,0.408,,0,,
6516,"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",53,2.86,2.45,6.12,2.04,6,355,0.44,16,1.02,,0,,
6517,"CAMPBELL'S SEL MCRWVABLE BOWLS,ITALIAN-STYLE WEDDING SOUP",53,2.86,1.63,6.53,1.22,6,196,0,16,1.02,,0,,
6519,"CAMPBELL'S SEL MCRWVABLE BOWLS,MEX STYLE CHICK TORTILLA SOUP",52,3.27,1.02,7.76,1.22,8,196,0.15,24,0.408,,0,,
6521,"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",39,1.63,0.41,7.76,2.04,2,196,0.44,16,0.204,,0,,
6525,"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",45,2.45,0.41,6.12,1.22,6,196,0,8,0,,0,,
6528,"SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O",23,0.84,0.55,3.67,0.31,4,229,0.2,2,0.122,13,0,0.05,0
6529,"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",45,2.45,1.02,6.94,0.41,4,196,0.29,8,0.408,,0,,
6531,"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",54,3.67,0.41,8.57,1.63,4,196,0.29,8,0.204,,0,,
6532,"CAMPBELL'S SEL SOUP,CHICK & PASTA W/ RSTD GARLIC SOUP",46,3.27,0.41,7.35,0.82,6,335,0,0,0.204,,0,,
6533,"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",49,2.86,0.41,7.76,1.63,8,196,0,8,0,,0,,
6535,"CAMPBELL'S SEL SOUP,CREAMY CHICK ALFREDO SOUP",90,4.08,5.31,6.12,0.41,8,196,0.29,16,1.632,,0,,
6537,"CAMPBELL'S SEL SOUP,HEALTHY REQUEST MEX STYLE CHICK TORTILLA",57,3.27,0.82,8.98,0.82,6,167,0.15,16,0.408,,0,,
6540,"CAMPBELL'S SEL SOUP,ITALIAN SAUSAGE W/ PASTA PEPPERONI SOUP",65,2.86,2.86,7.35,1.22,6,196,0.44,16,1.02,,0,,
6541,"CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP",53,2.86,2.04,5.31,1.22,6,196,0.59,16,1.225,,0,,
6542,"CAMPBELL'S SEL SOUP,MEDITERRANEAN MEATBALL BOWTIE PASTA SOUP",49,2.86,1.63,6.12,1.22,8,196,0.29,16,0.612,,0,,
6543,"CAMPBELL'S SEL SOUP,MEXICAN STYLE CHICK TORTILLA SOUP",45,2.86,0.82,6.12,1.22,4,196,0.15,16,0.408,,0,,
6544,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,MINESTRONE SOUP",41,2.04,0.2,8.16,2.04,0,196,0.44,16,0,,0,,
6545,"CAMPBELL SOUP COMPANY SEL SOUP,NEW ENGLAND CLAM CHOWDER",70,2.33,4.23,5.68,0,4,194,0.56,14,0.816,337,0,,
6546,"CAMPBELL'S SEL SOUP,POTATO BROCCOLI CHS SOUP",61,1.22,3.67,6.12,1.22,2,196,0.15,16,0.408,,1,,
6547,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",30,2.37,1.23,2.6,,3,386,0.36,2,0.61,63,1.9,,
6548,"CAMPBELL'S SEL SOUP,RSTD CHICK W/ LONG GRAIN WILD RICE SOUP",45,2.45,0.2,8.16,0.82,6,196,0,8,0,,0,,
6549,"SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O",54,1.8,3.75,3.8,,4,327,0.36,12,0.98,63,0,,
6550,"CAMPBELL'S SEL SOUP,RSTD CHICK W/ ROTINI & PENNE PASTA SOUP",37,3.27,0.41,5.31,0.82,4,196,0,8,0,,0,,
6553,"CAMPBELL'S SEL SOUP,SAVORY WHITE BEAN W/ RSTD HAM SOUP",69,3.67,0.61,12.24,1.63,2,196,0.73,24,0.204,,0.5,,
6554,"CAMPBELL SOUP COMPANY SEL SOUP,SLOW RSTD BF & VEG SOUP",43,3.25,0.87,5.46,0.95,4,181,0.56,15,0.204,388,0.5,,
6556,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",61,3.67,0.41,11.84,2.04,2,196,0.59,16,0.204,,0,,
6558,"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O",50,0.92,1.02,9.6,,2,424,0.33,16,0.22,169,2.4,,
6559,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",30,0.79,0.28,6.57,3.97,0,190,0.54,8,0.076,112,6.3,0.17,0
6578,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,TOMATO GARDEN SOUP",41,1.22,0.2,8.57,4.08,2,196,0.29,16,0.204,,0,,
6580,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,VEG MEDLEY SOUP",33,1.22,0.2,6.53,2.45,0,196,0.29,16,0,,0,,
6583,"SOUP,RAMEN NOODLE,ANY FLAVOR,DRY",436,10.48,15.63,63.42,1.57,0,2036,4.01,29,7.553,179,0.3,1.51,0
6584,"SOUP,BROCCOLI CHS,CND,COND,COMM",87,2.1,5.3,7.7,2.12,4,661,0.3,41,1.6,207,2,0.72,0
6585,"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",33,0.98,0.49,6.23,2.95,2,292,0,7,0.164,,9.8,,
6586,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",21,0.98,0.49,3.28,0.33,2,292,0.12,0,0.164,,0,,
6587,"CAMPBELL'S SOUP AT HAND,CHICK W/ MINI NOODLES SOUP",26,1.31,0.66,3.61,0.66,3,321,0,0,0.164,,0.8,,
6589,"CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP",47,0.98,2.3,5.57,0.98,2,292,0.24,7,0.656,,0,,
6590,"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",43,1.31,2.95,4.26,0.33,2,292,0.24,0,0.492,,0,,
6592,"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",62,1.31,1.31,11.15,7.54,2,308,0,20,0.328,,7.9,,
6593,"CAMPBELL'S SOUP AT HAND,ITALIAN STYLE WEDDING SOUP",24,0.98,0.82,3.28,0.98,3,282,0.12,7,0.328,,0.4,,
6594,"CAMPBELL'S SOUP AT HAND,NEW ENGLAND CLAM CHOWDER",40,1.31,1.97,4.26,0,2,292,0.35,7,0.328,,0,,
6595,"CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP AT HAND,VEG BF SOUP",20,0.98,0.33,3.28,1.64,2,305,0.12,7,0.164,,0,,
6596,"CAMPBELL'S SOUP AT HAND,VELVETY POTATO SOUP",51,0.66,2.3,6.89,1.64,2,285,0.12,7,0.328,,0,,
6597,"CAMPBELL SOUP COMPANY,PACE,CHIPOTLE CHUNKY SALSA",25,0,0,6.25,6.25,0,719,0,0,0,,0,,
6598,"CAMPBELL SOUP COMPANY,PACE,CILANTRO CHUNKY SALSA",25,0,0,6.25,6.25,0,844,0,0,0,,0,,
6599,"CAMPBELL SOUP COMPANY,PACE,ENCHILADA SAU",40,1.67,0,8.33,6.67,0,867,0.6,,0,,2,,
6600,"CAMPBELL SOUP COMPANY,PACE,GRN TACO SAU",25,0,0,6.25,6.25,0,625,,,0,,,,
6601,"CAMPBELL SOUP COMPANY,PACE,LIME & GARLIC CHUNKY SALSA",38,0,0,9.38,6.25,0,656,0,0,0,,5.6,,
6602,"CAMPBELL SOUP COMPANY,PACE,ORGANIC PICANTE SAU",25,0,0,6.25,6.25,0,688,,,0,,,,
6603,"CAMPBELL SOUP COMPANY,PACE,PICANTE SAU",25,0,0,6.25,6.25,0,781,,,,,,,
6604,"CAMPBELL SOUP COMPANY,PACE,RED TACO SAU",50,0,0,12.5,6.25,0,813,0,0,0,,0,,
6605,"CAMPBELL SOUP COMPANY,PACE,THICK & CHUNKY SALSA",25,0,0,6.25,6.25,0,719,,,0,,,,
6609,"CAMPBELL SOUP COMPANY,SWANSON BROTH,CERT ORGANIC VEG BROTH",5,0,0,1.28,0.85,0,234,0,0,0,,0,,
6615,"CAMPBELL SOUP COMPANY,SWANSON BROTH,VEG BROTH",5,0,0,1.28,0.85,0,400,0,0,0,,0,,
6617,"CAMPBELL SOUP COMPANY,HLTHY RQUST STYLE WEDDING SP",45,2.45,1.02,6.53,0.41,4,167,0.44,16,0.408,,0,,
6720,"SAUCE,CHS SAU MIX,DRY",438,7.68,18.33,60.52,10.26,23,3202,0.5,204,8.44,428,0.9,,
6725,"SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND",99,3.1,6.3,7.5,,11,299,,,1.75,,,,
6726,"SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND",80,3,4.4,7.1,,6,339,0.48,,1.15,,2,,
6728,"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND",80,2.7,5.2,5.6,,9,364,0.7,,1.62,,,,
6729,"SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND",77,4.2,3.7,6.8,,11,361,0.87,,1.33,,,,
6730,"SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",76,5.2,1.1,11.3,,6,343,0.92,,0.3,,4.2,,
6731,"SOUP,BEAN W/BACON,COND,SINGLE BRAND",117,6.5,2.1,18,,3,736,1.37,,0.601,,,,
6733,"SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND",61,3.9,1.4,8.2,,6,707,,,0.48,,,,
6734,"SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND",50,2.3,1.4,7.1,,4,732,,,0.342,,,,
6736,"SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND",99,2.4,6.5,7.7,,7,788,,,1.61,,,,
6738,"SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND",140,8.6,2.3,21.2,,3,729,1.59,,0.676,,,,
6739,"SOUP,VEG BF,CND,COND,SINGLE BRAND",53,3.8,0.8,7.7,,5,555,,,0.231,,,,
6740,"SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",40,2.7,0.5,6.3,,4,192,,,0.121,,,,
6742,"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",44,6.2,0.7,3.3,,3,376,,,0.221,,,,
6749,"SOUP,BF & VEG,CND,RTS",47,3.2,1.08,6.05,1.37,10,301,0.48,18,,187,,,
6930,"SAUCE,CHS,RTS",174,6.71,13.29,6.83,0.42,29,828,0.21,184,6.01,30,0.4,,
6931,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",49,1.41,1.48,7.53,5.5,2,419,0.78,27,0.17,319,2,2.4,0
6932,"CAMPBELL SOUP COMP,PREGO PASTA,TRADITIONAL ITALIAN SAU,RTS",54,1.54,1.15,10,7.69,0,369,0.55,15,0,292,1.8,,
6955,"SOUP,CRM OF CHICK,CND,COND,RED NA",58,1.8,1.3,9.5,0.39,6,357,0.2,11,0.5,272,0,0.08,0
6956,"SOUP,TOMATO,CND,COND,RED NA",65,1.61,0.56,13.41,8.11,0,22,1.11,13,0.155,229,12.9,0.34,0
6957,"GRAVY,BROWN INST,DRY",380,8.53,11.85,59.78,9.23,12,5053,7.4,116,5.866,367,1.9,0.38,0
6958,"GRAVY,INST BF,DRY",369,9.8,9.48,61.1,23.9,11,5203,6.27,141,4.88,450,0.9,0.01,0
6959,"GRAVY,INST TURKEY,DRY",409,11.72,14.66,57.56,7.6,24,4090,9.57,115,4.931,306,0.9,0.74,0
6960,"SAUCE,ALFREDO MIX,DRY",535,15.32,36.35,36.52,5.4,56,2590,0.94,467,13.18,254,0,1.84,
6961,"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",21,0.9,0.6,3.9,2.55,0,25,0.5,9,0.08,564,30,0.36,0
6962,"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",20,0.7,0.1,5,2.55,0,25,0.4,5,0.013,564,68,0.34,0
6963,FISH BROTH,16,2,0.6,0.4,0.09,0,318,0.21,30,0.133,86,0,0.15,0
6964,"SOUP,TOMATO,LO NA,W/H2O",30,0.79,0.28,6.57,3.97,0,33,0.54,8,0.076,112,6.3,0.17,0
6965,"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",62,3.2,1.09,9.88,3.19,0,10,0.73,12,0.524,71,0.6,0.09,0
6966,"SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O",25,1.27,0.95,2.95,0.27,5,173,0.66,6,0.262,22,0,0.03,0
6967,"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",33,1.1,0.45,6.06,2.15,0,194,0.33,12,0.074,217,0.4,0.72,0
6968,"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",53,1,3.7,4.53,1.72,1,20,0.21,19,1.005,41,0.4,0.37,0
6969,"POTATO SOUP,INST,DRY MIX",343,9.2,3.1,76.14,10,12,612,2.38,172,0.613,1248,16,0.54,0
6970,"SOUP,CHICK BROTH,LO NA,CND",16,2,0.6,1.2,0.13,0,30,0.21,4,0.179,86,0,0,0
6971,"SAUCE,WORCESTERSHIRE",78,0,0,19.46,10.03,0,980,5.3,107,0,800,13,0.08,0
6972,"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",104,2.5,0.3,19.79,10.54,0,1338,0.8,20,0.045,370,16,1.92,0
6973,"SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA",104,2.5,0.3,28.73,8.96,0,20,0.8,20,0.044,370,16,0.25,0
6974,"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",69,5.1,2,8.76,1.42,7,35,0.61,11,0.597,153,2.3,0.3,0
6975,"SAUCE,BARBECUE,LO NA",150,0,0.29,36.25,26.06,0,133,0.21,12,0,208,0.7,0.66,0
6976,"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",51,1.41,1.48,8.06,5.5,2,30,0.78,27,0.17,319,2,2.4,0
6977,"GRAVY,MEAT OR POULTRY,LO NA,PREP",53,3.8,2.4,6.16,0.01,3,18,0.7,6,1.003,81,0,0.06,0
6978,"SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE",69,4.3,2.3,9.58,0.84,6,25,0.97,13,1.621,140,3,0.22,0
6979,ADOBO FRESCO,271,2,20.9,18.6,2.03,0,17152,3.2,123,2.91,187,5.8,2.69,0
6980,"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",98,5.1,4.6,9,1.68,21,435,0.88,20,2.324,140,0,0.41,0
6981,"SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY",438,16.7,13.89,64.88,14.47,13,1067,1.03,187,3.433,309,1.1,0.72,0
6982,"SOUP,RAMEN NOODLE,BF FLAVOR,DRY",436,10.29,15.71,63.27,1.78,,2002,4.11,30,7.965,185,0.6,1.56,
6983,"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",437,10.66,15.55,63.57,1.35,,2071,3.92,27,7.095,173,0,1.45,
6984,"SOUP,SWANSON CHICK BROTH 99% FAT FREE",4,0.54,0.17,0.14,0.15,0,409,0.14,4,0,30,0,,
6985,"GRAVY,HEINZ HOME STYLE SAVORY BF GRAVY",39,1.09,1.13,6.24,0.52,2,587,0.13,6,0.4,22,0,,
6986,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK NOODLE SOUP,COND",48,2.38,1.59,6.35,0.79,8,325,0,,0.397,357,0,,
6987,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF CELERY,COND",56,0.81,1.61,9.68,1.61,4,331,0,81,0.403,484,0,,
6988,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF MUSHROOM ,COND",56,1.61,1.61,8.06,1.61,4,331,0,81,0.403,629,0,,
6989,"CAMPBELL SOUP,HEALTHY REQUEST,HOMESTYL CHICK NOODLE,COND",48,2.38,1.19,7.94,0.79,8,325,0.29,0,0.397,349,0,,
6990,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,MINESTRONE SOUP,COND",63,2.38,0.4,11.9,3.17,0,325,0.86,32,0,659,0,,
6991,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,TOMATO SOUP,COND",73,1.61,1.21,13.71,8.06,0,331,0,0,0.403,565,4.8,,
6992,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,VEG SOUP,COND",79,3.17,0.79,15.87,3.97,0,325,0.57,16,0,683,,,
6994,"CAMPBELL SOUP,PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS",54,1.54,1.15,10,7.69,0,362,0.55,15,0,308,1.8,,
6995,"CAMPBELL,PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS",72,1.6,2.4,10.4,8,0,376,0.58,16,0,320,2.9,,
6996,"CAMPBELL SOUP COMPANY,CAMPBELL'S AU JUS GRAVY",8,1.69,0,0,,0,390,,,0,,,,
6997,"CAMPBELL SOUP COMPANY,CAMPBELL'S BF GRAVY",42,1.69,1.69,5.08,1.69,8,458,0,0,0.847,,0,,
6998,"CAMPBELL SOUP COMPANY,CAMPBELL'S BROWN GRAVY W/ ONIONS",42,0,1.69,6.78,3.39,0,559,,,0,,,,
6999,"CAMPBELL SOUP COMPANY,CAMPBELL'S CHICK GRAVY",68,0,5.08,5.08,1.69,8,441,0,0,1.695,,0,,
7001,"BARBECUE LOAF,PORK,BEEF",173,15.84,8.9,6.4,,37,1334,1.16,55,3.17,329,0,,0.9
7002,"BEERWURST,BEER SALAMI,PORK & BF",277,14,22.53,3.76,0,62,732,1.73,27,8.438,244,0.6,0.19,0.9
7003,"BEERWURST,BEER SALAMI,PORK",238,14.24,18.8,2.06,,59,1240,0.76,8,6.28,253,0,,0.9
7004,SAUSAGE  BERLINER  PORK  BF,230,15.27,17.2,2.59,2.35,46,1297,1.15,12,6.08,283,0,,0.3
7005,BLOOD SAUSAGE,379,14.6,34.5,1.29,1.29,120,680,6.4,6,13.4,38,0,0.13,1.3
7006,BOCKWURST  PORK  VEAL  RAW,301,14.03,25.87,2.95,1.33,93,497,1.15,41,10.256,270,3.2,0.38,0
7007,"BOLOGNA,BF",311,10.27,28.19,3.98,0,56,1080,1.1,31,11.134,172,15.2,0.35,0.7
7008,"BOLOGNA,BF & PORK",308,15.2,24.59,5.49,4.42,60,960,1.21,85,9.301,315,0.8,0,0.8
7010,"BOLOGNA,PORK",247,15.3,19.87,0.73,0,59,1184,0.77,11,6.839,281,0,0.26,1.4
7011,BOLOGNA  TURKEY,209,11.42,16.05,4.68,2.9,75,1071,3,123,4.355,135,13.3,0.45,0.6
7013,"BRATWURST,PORK,CKD",333,13.72,29.18,2.85,0,74,846,0.53,28,9.998,348,0,0.26,1.1
7014,"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",327,14.5,28.5,3.1,0,180,1160,11.2,9,9.307,199,0,0.35,1.2
7015,"BROTWURST,PORK,BF,LINK",323,14.3,27.8,2.93,2.98,63,1112,1.03,48,9.93,281,0,0.27,0.3
7016,"CHEESEFURTER,CHS SMOKIE,PORK,BF",328,14.1,29,1.37,1.51,68,1082,1.08,58,10.47,206,0,0.24,0.3
7017,CHICKEN ROLL  LT MEAT,110,16.64,2.73,4.66,0.57,45,1059,0.41,16,0.621,439,0,0.27,0
7018,CHICKEN SPRD,158,18.01,17.56,4.05,0.47,56,722,0.87,16,3.23,106,0,,
7019,"CHORIZO,PORK AND BEEF",455,24.1,38.27,1.86,0,88,1235,1.59,8,14.38,398,0,0.22,1.5
7020,"CORNED BEEF LOAF,JELLIED",153,22.9,6.1,0,,47,953,2.04,11,2.6,101,0,,
7021,"DUTCH BRAND LOAF,CHICK,PORK & BF",273,12,22.91,3.93,0.9,60,1055,0.16,7,9.043,210,1.4,0.26,1
7022,"FRANKFURTER,BF,UNHTD",313,11.18,27.8,3.72,1.3,55,1037,1.25,13,10.979,290,0,0.2,0.9
7023,FRANKFURTER  BF & PORK,305,11.53,27.64,1.72,0,50,1120,1.15,11,10.77,167,0,0.25,0.9
7024,"FRANKFURTER,CHICK",223,15.51,16.19,2.74,0.53,96,844,1.17,74,3.856,202,0,0.22,0.5
7025,"FRANKFURTER,TURKEY",223,12.23,17.29,3.81,1.21,77,1078,1.47,148,4.028,392,0,0.62,0.6
7026,"HAM,CHOPPED,CANNED",239,16.06,18.83,0.26,0,49,1365,0.95,7,6.291,284,2,0.25,0.6
7028,"HAM,SLICED,PREPACKAGED (96% FAT FREE,H2O ADDED)",105,16.47,3.61,0.59,1.04,41,1203,0.57,5,1.022,638,0,0.29,0.7
7029,"HAM,SLICED,REG (APPROX 11% FAT)",163,16.6,8.6,3.83,0,57,1304,1.02,24,2.936,287,4,0.08,0.7
7030,"HAM,MINCED",263,16.28,20.68,1.84,0,70,1245,0.79,10,7.181,311,0,0.27,0.7
7034,"HEADCHEESE,PORK",157,13.83,10.9,0,0,69,830,1.5,16,3.402,31,0,0.25,0.9
7035,HONEY LOAF  PORK  BF,125,11.12,4.47,9.98,0.17,34,1320,1.35,17,1.449,343,0,0.12,1
